"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 28 10:46:05 UTC 2024","Tue May 28 10:46:05 UTC 2024","0","tests","test_input_and_click_page","","","","test_1",""
